message_type,pc_time_s,sensor_time_startup_ns,imu_accel_x_mps2,imu_accel_y_mps2,imu_accel_z_mps2,imu_gyro_x_radps,imu_gyro_y_radps,imu_gyro_z_radps,gnss_lat_deg,gnss_lon_deg,gnss_alt_m,gnss_vel_n_mps,gnss_vel_e_mps,gnss_vel_d_mps,gnss_fix,gnss_num_sats
imu,1776825034.2459269,1439531257000,0.02693895436823368,-0.21253736317157745,-9.867668151855469,-0.003931147046387196,0.0015036312397569418,-0.0012834854423999786,,,,,,,,
imu,1776825034.2568977,1439541257000,0.008622831664979458,-0.18453751504421234,-9.771754264831543,0.0009285463020205498,-0.0011759914923459291,6.0385093092918396e-05,,,,,,,,
imu,1776825034.266781,1439551257000,-0.008317310363054276,-0.20506644248962402,-9.788269996643066,0.00436444440856576,-0.004250007215887308,-0.0002558678388595581,,,,,,,,
imu,1776825034.2764223,1439561257000,0.028254372999072075,-0.20551401376724243,-9.847936630249023,0.0028080539777874947,-0.0017508887685835361,-0.00021274574100971222,,,,,,,,
imu,1776825034.2863042,1439571257000,0.020570041611790657,-0.2688356935977936,-9.73547077178955,-0.0028734863735735416,0.002393250120803714,-0.0004808679223060608,,,,,,,,
imu,1776825034.2959511,1439581257000,0.06456730514764786,-0.2647345960140228,-9.788485527038574,-0.0025700521655380726,-0.0017313477583229542,0.00011517852544784546,,,,,,,,
imu,1776825034.305762,1439591257000,0.07551959902048111,-0.2801591753959656,-9.823409080505371,0.0008761654607951641,-0.0019417086150497198,-0.0006356053054332733,,,,,,,,
imu,1776825034.3154175,1439601257000,0.05401604622602463,-0.29494068026542664,-9.809428215026855,-0.000590683426707983,-0.002258178312331438,-0.0006445087492465973,,,,,,,,
imu,1776825034.3253214,1439611257000,0.04058191180229187,-0.2832491397857666,-9.821001052856445,0.00030587054789066315,-0.002811041660606861,-0.001489304006099701,,,,,,,,
imu,1776825034.3360217,1439621257000,-0.017537705600261688,-0.27785593271255493,-9.789299964904785,0.0007874215953052044,0.0011318759061396122,-7.594563066959381e-05,,,,,,,,
imu,1776825034.3457997,1439631257000,0.005320211872458458,-0.2700478434562683,-9.774001121520996,-0.00013781245797872543,-0.00010772538371384144,-0.0011625438928604126,,,,,,,,
imu,1776825034.3556044,1439641257000,0.006839733105152845,-0.2504902482032776,-9.751928329467773,0.00044999970123171806,0.00127277965657413,0.0015988163650035858,,,,,,,,
