message_type,pc_time_s,sensor_time_startup_ns,imu_accel_x_mps2,imu_accel_y_mps2,imu_accel_z_mps2,imu_gyro_x_radps,imu_gyro_y_radps,imu_gyro_z_radps,gnss_lat_deg,gnss_lon_deg,gnss_alt_m,gnss_vel_n_mps,gnss_vel_e_mps,gnss_vel_d_mps,gnss_fix,gnss_num_sats
imu,1777665008.9931853,1326981257000,0.16164547204971313,0.12920665740966797,-9.690964698791504,-0.001729701180011034,-0.0010545218829065561,-0.0019670147448778152,,,,,,,,
imu,1777665008.997765,1326991257000,0.12126152217388153,0.11797057837247849,-9.742671012878418,-0.002506375778466463,-0.0009496707934886217,-0.0009052753448486328,,,,,,,,
imu,1777665009.0023546,1327001257000,0.1252552568912506,0.13977114856243134,-9.801535606384277,-0.004547882825136185,-0.0025407420471310616,-0.0007564425468444824,,,,,,,,
imu,1777665009.0180783,1327011257000,0.11140526831150055,0.162200465798378,-9.791481018066406,-0.003991656005382538,-0.0018082873430103064,-0.00017307884991168976,,,,,,,,
imu,1777665009.022752,1327021257000,0.12554937601089478,0.20117200911045074,-9.863574981689453,-0.0026420666836202145,-0.002475687535479665,-0.0002799220383167267,,,,,,,,
imu,1777665009.0411923,1327031257000,0.12003891170024872,0.1883179247379303,-9.862438201904297,-0.0011652237735688686,-0.0023839205969125032,-0.00017774105072021484,,,,,,,,
imu,1777665009.0430984,1327041257000,0.10343394428491592,0.16800150275230408,-9.917301177978516,0.0024032024666666985,-0.000582587206736207,0.00025516003370285034,,,,,,,,
imu,1777665009.0520964,1327051257000,0.09353327751159668,0.13254505395889282,-9.870134353637695,0.0009440560825169086,0.0008791142608970404,-0.0004361644387245178,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.0679638,1327061257000,0.12491971999406815,0.13497509062290192,-9.800458908081055,0.001244154293090105,-0.0001907742116600275,-0.0004659891128540039,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.0724573,1327071257000,0.13916252553462982,0.17043672502040863,-9.697432518005371,0.0016696318052709103,-0.0007421970367431641,-0.0002719387412071228,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.090656,1327081257000,0.12213096022605896,0.1538257747888565,-9.69031810760498,0.0008383537642657757,-0.0007265415042638779,-8.799508213996887e-05,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.0928915,1327091257000,0.12067584693431854,0.1246199756860733,-9.747323036193848,-0.00012354785576462746,-0.0007654493674635887,-7.790513336658478e-05,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.103151,1327101257000,0.12369196116924286,0.12389461696147919,-9.819596290588379,-0.00024773553013801575,-0.000847196439281106,-0.0008719097822904587,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1188564,1327111257000,0.10226671397686005,0.1431475132703781,-9.809946060180664,-0.0022946475073695183,0.00019664480350911617,0.00011906400322914124,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1223528,1327121257000,0.10624025762081146,0.16103945672512054,-9.80520248413086,-0.0013555162586271763,-0.0013853984419256449,0.0001783706247806549,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1407278,1327131257000,0.11060038208961487,0.18010467290878296,-9.882616996765137,-0.0008360082283616066,-0.0015166420489549637,0.0008774939924478531,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1428924,1327141257000,0.09688223898410797,0.16829989850521088,-9.925224304199219,0.00048052985221147537,0.0007066805846989155,0.00038436055183410645,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1520422,1327151257000,0.10359115898609161,0.1584552824497223,-9.862260818481445,0.00239669531583786,0.0015846728347241879,0.0007027741521596909,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.168039,1327161257000,0.11779995262622833,0.13919860124588013,-9.781786918640137,0.001100447028875351,0.0023126136511564255,-0.0002635270357131958,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1725192,1327171257000,0.13033001124858856,0.1563863307237625,-9.715429306030273,0.0016459077596664429,0.0005641789175570011,0.0008808169513940811,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1904063,1327181257000,0.13902418315410614,0.13065223395824432,-9.719839096069336,-0.0007594623602926731,-0.0002749317791312933,0.0011347103863954544,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.1939821,1327191257000,0.10614943504333496,0.14724691212177277,-9.764459609985352,-0.000853964127600193,-0.0005694492720067501,0.0004115365445613861,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.2028887,1327201257000,0.11220702528953552,0.15428929030895233,-9.79573917388916,-0.0022723758593201637,0.0015783696435391903,-0.0001853685826063156,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.2187252,1327211257000,0.1400403529405594,0.1824507713317871,-9.813844680786133,-0.001565549522638321,-0.0005992918740957975,0.00011588633060455322,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.2220933,1327221257000,0.1035580262541771,0.16801634430885315,-9.81737995147705,-0.00020437594503164291,-0.00011563021689653397,6.614252924919128e-05,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.240309,1327231257000,0.12437190860509872,0.1787305474281311,-9.844036102294922,-0.0003986768424510956,-0.00022800895385444164,0.0009596757590770721,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.245418,1327241257000,0.111596018075943,0.17199866473674774,-9.845768928527832,0.00038077356293797493,0.0004819424357265234,0.00010642781853675842,40.426445,-86.9274813,154.854,-0.09000000357627869,0.029999999329447746,-0.2759999930858612,4,16
imu,1777665009.2543232,1327251257000,0.12478771060705185,0.18518896400928497,-9.849170684814453,0.0009241290390491486,-3.4301308915019035e-05,0.00031957589089870453,40.426445099999995,-86.92748139999999,154.892,-0.003000000026077032,0.004000000189989805,0.008999999612569809,4,16
imu,1777665009.2712705,1327261257000,0.12224167585372925,0.14357656240463257,-9.792133331298828,0.0022065318189561367,0.0010636425577104092,5.428306758403778e-05,40.426445099999995,-86.92748139999999,154.892,-0.003000000026077032,0.004000000189989805,0.008999999612569809,4,16
imu,1777665009.2746568,1327271257000,0.11436416208744049,0.16984428465366364,-9.718130111694336,0.0011500148102641106,-0.0007522578816860914,0.00018252059817314148,40.426445099999995,-86.92748139999999,154.892,-0.003000000026077032,0.004000000189989805,0.008999999612569809,4,16
imu,1777665009.2903626,1327281257000,0.1465480923652649,0.15703624486923218,-9.734354019165039,-0.000693990383297205,-0.00023279711604118347,-0.00017182715237140656,40.426445099999995,-86.92748139999999,154.892,-0.003000000026077032,0.004000000189989805,0.008999999612569809,4,16
